,DISTANCE,CASES,WEIGHT,VOLUME,ORIGIN ZIP,DEST ZIP,ACTUAL MODE,ACTUAL EQUIP,PU_APPT,DL_APPT
4207523,523.9,3,5.52,0.26,17345,29566,MTNORAM.PARCEL,MTNORAM.53DV,5/10/2022 22:05,5/12/2022 19:05
2324417,222.7,1,54.0,25.0,32824,33018,CORP.TL,CORP.53DV,4/22/2022 4:04,4/22/2022 0:00
3326403,455.6,1,2.75,0.13,17345,43560,MTNORAM.PARCEL,MTNORAM.53DV,8/11/2022 17:08,8/12/2022 17:08
1570986,444.2,21,1.06,0.09,38134,75961,CORP.PARCEL,CORP.53DV,10/30/2021 15:10,11/3/2021 21:11
3642759,245.8,36,38.4,1.46,8512,2048,MTNORAM.PARCEL,MTNORAM.53DV,3/18/2022 11:03,3/18/2022 17:03
1265222,191.4,1,101.0,38.25,84119,83221,CORP.LTL,CORP.53DV,12/7/2021 20:12,12/9/2021 12:12
1472374,2571.1,272,13159.0,1681.0,92154,L6S 6G6,CORP.TL,CORP.53DV,12/15/2021 22:12,12/20/2021 14:12
1626621,307.7,6,0.42,0.02,38134,39402,CORP.PARCEL,CORP.53DV,11/16/2021 16:11,11/17/2021 22:11
805219,740.9,0,0.19,0.01,53158,20878,CORP.PARCEL,CORP.53DV,1/27/2022 19:01,1/28/2022 23:01
2884767,920.1,1,0.28,0.01,37921,77089-6024,MTNORAM.PARCEL,MTNORAM.53DV,8/10/2022 21:08,8/11/2022 20:08
2626329,356.4,1,44.0,22.78,64153,57104,CORP.LTL,CORP.53DV,4/22/2022 20:00,4/25/2022 20:00
4656915,603.7,2,4.43,0.2,17345,48847,MTNORAM.PARCEL,MTNORAM.53DV,4/20/2022 17:04,4/21/2022 17:04
299983,1631.9,1,8.84,0.42,90810,64137,CORP.PARCEL,CORP.53DV,8/4/2022 7:08,8/8/2022 13:08
562262,1418.6,3,243.4,21.57,99212-5012,85043,CORP.LTL,CORP.53DV,8/17/2022 22:08,8/22/2022 20:08
4922418,990.4,3,4.15,0.19,17345,34609,MTNORAM.PARCEL,MTNORAM.53DV,6/1/2022 17:06,6/2/2022 18:06
2542032,277.36,1,2.91,466.02,38637,42104-3244,CORP.PARCEL,CORP.53DV,4/7/2022 22:04,4/8/2022 20:04
211053,2038.4,21,491.2,17.14,53158,90670,CORP.LTL,CORP.53DV,6/30/2022 23:06,7/6/2022 15:07
2128132,480.5,300,48.28,1.5,38134,75052,CORP.PARCEL,CORP.53DV,6/14/2022 18:06,6/16/2022 23:06
2649222,25.1,1,160.0,44.0,7647,11101,CORP.LTL,CORP.53DV,6/22/2022 12:06,5/27/2022 0:00
4324039,1056.8,87,19.43,1.82,8512,38141,MTNORAM.PARCEL,MTNORAM.53DV,5/24/2022 13:05,5/25/2022 20:05
13293,427.5,1,0.15,0.0,38134,40391,CORP.PARCEL,CORP.53DV,8/18/2022 22:08,8/31/2022 21:08
1173889,494.7,8,2.0,0.0,38134,73099,CORP.PARCEL,CORP.53DV,12/13/2021 23:12,12/14/2021 20:12
3811509,456.7,1,1.68,0.07,17345,45036,MTNORAM.PARCEL,MTNORAM.53DV,3/21/2022 18:03,3/22/2022 20:03
2652483,18.3,1,136.0,49.0,21076,20705,CORP.LTL,CORP.53DV,4/7/2022 6:04,4/1/2022 0:00
1447713,18.4,1,140.0,50.47,85226,85234,CORP.LTL,CORP.53DV,12/4/2021 2:12,12/13/2021 17:12
2327461,6.7,33,3602.3,720.33,32824,32809,CORP.LTL,CORP.53DV,6/10/2022 20:00,6/13/2022 20:00
622144,41.3,1,129.0,35.31,98121,98499,CORP.LTL,CORP.53DV,7/22/2022 17:07,9/6/2022 20:09
3233962,479.9,2,1.67,0.08,17345,48183,MTNORAM.PARCEL,MTNORAM.53DV,8/2/2022 22:08,8/3/2022 17:08
3131338,1260.7,4,3.33,0.15,17345,67502,MTNORAM.PARCEL,MTNORAM.53DV,7/25/2022 16:07,7/26/2022 19:07
4331584,824.8,3,2.5,0.12,17345,63303,MTNORAM.PARCEL,MTNORAM.53DV,4/18/2022 23:04,4/19/2022 20:04
2577119,1124.63,1,2.26,277.31,38637,10303-2204,CORP.PARCEL,CORP.53DV,4/15/2022 22:04,4/20/2022 19:04
1470399,20.1,10,500.0,56.0,V3C 1S2,V6W 1G3,CORP.LTL,CORP.53DV,12/13/2021 16:12,12/16/2021 8:12
4079144,534.7,1,53.23,2.65,46158,54751,MTNORAM.PARCEL,MTNORAM.53DV,10/27/2021 20:10,10/30/2021 2:10
2681550,48.1,3,224.0,69.45,94801,94550,CORP.LTL,CORP.53DV,7/14/2022 21:07,7/15/2022 12:07
3719294,456.7,2,1.1,0.07,17345,45036,MTNORAM.PARCEL,MTNORAM.53DV,3/8/2022 1:03,3/9/2022 22:03
2322221,196.7,54,5746.7,1423.05,46168,60106,CORP.TL,CORP.53DV,4/5/2022 20:00,4/6/2022 20:00
1318068,2876.2,1,1.51,0.05,90810,J3B 4C2,CORP.PARCEL,CORP.53DV,12/4/2021 1:12,12/8/2021 18:12
1058483,5.0,59,6882.1,1910.06,85043,85043,CORP.TL,CORP.53DV,2/28/2022 20:00,3/2/2022 21:00
3479724,427.8,5,361.56,52.89,55121,68521,MTNORAM.LTL,MTNORAM.53DV,8/31/2022 5:08,9/6/2022 17:09
1362479,10.6,3,207.0,58.06,80216,80230,CORP.LTL,CORP.53DV,11/30/2021 21:11,12/7/2021 21:12
1856549,1552.4,3,1.0,0.0,91201,77489,CORP.TL,CORP.01MM,10/24/2021 4:10,10/26/2021 6:10
4892661,521.2,3,2.77,0.13,17345,40353,MTNORAM.PARCEL,MTNORAM.53DV,6/7/2022 21:06,6/8/2022 16:06
3429623,2784.1,5,1.39,0.06,17345,94108,MTNORAM.PARCEL,MTNORAM.53DV,8/23/2022 22:08,8/25/2022 5:08
3976980,2570.1,0,418.28,69.44,17406,92307,MTNORAM.LTL,MTNORAM.53DV,1/13/2022 0:01,1/22/2022 6:01
3142017,311.6,3,6.67,0.4,17345,23454,MTNORAM.PARCEL,MTNORAM.53DV,7/25/2022 18:07,7/26/2022 21:07
1391040,450.28,1,2.26,277.31,38637,40336,CORP.PARCEL,CORP.53DV,1/19/2022 23:01,1/21/2022 20:01
1019593,761.07,1,2.92,478.28,38637,28472,CORP.PARCEL,CORP.53DV,3/1/2022 23:03,3/3/2022 20:03
3924767,2866.8,60,30.0,1.27,8512,98001,MTNORAM.PARCEL,MTNORAM.53DV,1/13/2022 14:01,1/15/2022 1:01
1945793,368.53,1,2.26,277.31,38637,30144-3699,CORP.PARCEL,CORP.53DV,10/20/2021 22:10,10/22/2021 19:10
4339474,1591.2,1200,250.0,22.61,8512,77385,MTNORAM.LTL,MTNORAM.53DV,5/23/2022 15:05,5/27/2022 5:05
4009505,1959.9,2,92.8,0.02,60544,91710,MTNORAM.LTL,MTNORAM.53DV,10/25/2021 8:00,11/2/2021 14:00
2985557,2376.9,976,42549.7,9.76,N9V 2Z6,98371,MTNORAM.TL,MTNORAM.53DV,7/20/2022 0:00,8/2/2022 6:00
859772,1824.7,841,3545.8,295.7,90810,52641,CORP.LTL,CORP.53DV,1/28/2022 15:01,2/4/2022 12:02
626340,64.0,1,56.0,15.19,32127-4973,32809,CORP.LTL,CORP.53DV,9/8/2022 21:09,9/8/2022 21:09
2703639,499.3,1,1.65,0.08,17345,48150,MTNORAM.PARCEL,MTNORAM.53DV,9/12/2022 23:09,9/13/2022 18:09
3429294,458.8,16,4.42,0.22,17345,28358,MTNORAM.PARCEL,MTNORAM.53DV,8/23/2022 17:08,8/24/2022 17:08
2899890,130.5,1,1.4,0.06,17345,8619,MTNORAM.PARCEL,MTNORAM.53DV,6/27/2022 22:06,6/28/2022 17:06
1212319,548.1,49,246.22,7.96,53158,26003,CORP.LTL,CORP.53RF,12/21/2021 17:12,1/14/2022 4:01
1732809,91.8,28,2684.0,578.48,77833,78744,CORP.LTL,CORP.53DV,10/12/2021 20:00,10/14/2021 20:00
3986253,2609.7,1,16.0,5.0,17543,92335,MTNORAM.INTERMODAL,MTNORAM.53IM,1/27/2022 11:01,2/6/2022 7:02
3807687,456.7,1,0.55,0.04,17345,45036,MTNORAM.PARCEL,MTNORAM.53DV,3/9/2022 0:03,3/10/2022 21:03
4092856,534.1,0,1144.9,60.58,17406,46714,MTNORAM.LTL,MTNORAM.53DV,11/4/2021 22:11,11/9/2021 2:11
2588948,1312.1,5,2.09,0.0,38637,2461,CORP.PARCEL,CORP.53DV,4/4/2022 22:04,4/6/2022 19:04
1008403,973.81,2,9.93,1150.0,38637,33403-2316,CORP.PARCEL,CORP.53DV,2/5/2022 23:02,2/8/2022 20:02
3816256,456.7,1,0.83,0.04,17345,45036,MTNORAM.PARCEL,MTNORAM.53DV,3/14/2022 15:03,3/15/2022 19:03
228018,31.2,1,187.0,21.9,48174,48067,CORP.LTL,CORP.53DV,7/23/2022 18:07,7/23/2022 12:07
4723745,828.6,168,20.65,1.22,8512,60502,MTNORAM.PARCEL,MTNORAM.53DV,4/26/2022 0:04,4/27/2022 19:04
3946050,278.2,24,3.0,0.32,8512,1960,MTNORAM.PARCEL,MTNORAM.53DV,12/21/2021 23:12,12/22/2021 14:12
2079003,1796.1,4,1.0,0.0,38134,90603,CORP.PARCEL,CORP.53DV,6/20/2022 15:06,6/22/2022 6:06
47387,970.1,2,0.16,0.01,38134,19610,CORP.PARCEL,CORP.53DV,8/31/2022 16:08,9/6/2022 19:09
1981545,8.3,1,131.0,50.47,89081,89084,CORP.LTL,CORP.53DV,10/21/2021 17:10,11/11/2021 13:11
2931335,260.3,1,0.85,0.09,37921,35209-4178,MTNORAM.PARCEL,MTNORAM.53DV,6/30/2022 21:06,7/1/2022 20:07
3442109,859.2,12,3.32,0.18,17345,63703,MTNORAM.PARCEL,MTNORAM.53DV,8/24/2022 21:08,8/25/2022 20:08
936077,740.59,2,6.0,1200.0,38637,44145-1419,CORP.PARCEL,CORP.53DV,2/17/2022 23:02,2/21/2022 20:02
2126272,369.6,1,0.25,0.0,38134,74403,CORP.PARCEL,CORP.53DV,4/12/2022 15:04,4/14/2022 0:04
4786250,602.5,2,1.66,0.07,17345,40165,MTNORAM.PARCEL,MTNORAM.53DV,5/10/2022 22:05,5/11/2022 18:05
3572003,456.7,1,1.12,0.05,17345,45036,MTNORAM.PARCEL,MTNORAM.53DV,3/7/2022 16:03,3/8/2022 20:03
3965608,661.9,15540,3086.92,189.35,8512,46714,MTNORAM.LTL,MTNORAM.53DV,1/4/2022 22:01,12/13/2021 5:12
1323613,2200.7,2,2.16,0.1,90810,30294,CORP.PARCEL,CORP.53DV,12/2/2021 22:12,12/7/2021 16:12
3616864,384.7,0,1563.12,124.76,93706,89044,MTNORAM.TL,MTNORAM.53DV,3/7/2022 23:03,3/8/2022 6:03
4228575,715.4,1,0.55,0.03,17345,30650,MTNORAM.PARCEL,MTNORAM.53DV,6/22/2022 21:06,6/22/2022 18:06
1302943,1146.4,1202,3135.84,240.67,90810,79072,CORP.LTL,CORP.53DV,12/3/2021 0:12,12/9/2021 13:12
111313,0.0,1,0.35,0.03,38134,680,CORP.PARCEL,CORP.53DV,8/16/2022 22:08,8/17/2022 22:08
225947,831.5,770,214.2,2.07,30083,64153,CORP.LTL,CORP.53RF,9/20/2022 11:09,9/21/2022 10:09
1964751,759.74,1,2.32,1079.37,38637,27609-7752,CORP.PARCEL,CORP.53DV,10/5/2021 22:10,10/7/2021 19:10
1809528,2486.8,1,49.0,6.27,90810,L8E 3B7,CORP.LTL,CORP.53DV,10/4/2021 23:10,10/13/2021 16:10
2735892,379.7,6,213.12,0.06,7047,23434,MTNORAM.LTL,MTNORAM.53DV,9/23/2022 2:09,9/24/2022 5:09
1043351,181.8,16,1826.1,471.2,64153,68137,CORP.LTL,CORP.53DV,1/28/2022 20:00,2/1/2022 20:00
4725865,882.4,1,0.27,0.03,37921,33178,MTNORAM.PARCEL,MTNORAM.53DV,6/6/2022 21:06,6/7/2022 23:06
1046104,160.8,1,98.0,41.0,79906,88220,CORP.LTL,CORP.53DV,3/22/2022 0:03,3/14/2022 0:00
2479819,503.84,1,5.7,1008.0,38637,47356-9380,CORP.PARCEL,CORP.53DV,4/22/2022 22:04,4/26/2022 19:04
2205238,700.8,10,181.0,12.21,38134,32216,CORP.LTL,CORP.53DV,6/20/2022 5:06,6/22/2022 12:06
1300588,2512.4,10,105.05,11.84,90810,32819,CORP.PARCEL,CORP.53DV,1/7/2022 23:01,1/12/2022 16:01
4140278,107.9,0,0.6,0.06,54729,55014,MTNORAM.TL,MTNORAM.53DV,10/4/2021 17:10,10/5/2021 4:10
4672514,304.9,2,1.65,0.08,17345,12033,MTNORAM.PARCEL,MTNORAM.53DV,4/5/2022 23:04,4/6/2022 18:04
835913,2565.77,1,2.8,616.27,90660,96814-1881,CORP.PARCEL,CORP.53DV,2/14/2022 1:02,2/16/2022 1:02
1983283,263.6,1,11.0,1.17,77583,71108,CORP.LTL,CORP.53DV,10/14/2021 14:10,10/16/2021 0:10
2845023,885.1,1,3.3,0.16,17345,52241,MTNORAM.PARCEL,MTNORAM.53DV,9/15/2022 11:09,9/16/2022 19:09
233784,448.9,1,126.0,38.25,72204,70114,CORP.LTL,CORP.53DV,8/27/2022 1:08,9/1/2022 22:09
536310,0.0,43,102.22,9.05,60188,T4A 1C6,CORP.PARCEL,CORP.53DV,7/18/2022 7:07,7/22/2022 6:07
867422,2838.6,1,8.85,0.82,90810,12180,CORP.PARCEL,CORP.53DV,2/19/2022 2:02,3/1/2022 16:03
2478232,1012.33,1,2.8,616.27,38637,14423-9792,CORP.PARCEL,CORP.53DV,6/8/2022 22:06,6/13/2022 19:06
3096796,754.6,2,6.61,0.39,17345,31520,MTNORAM.PARCEL,MTNORAM.53DV,7/19/2022 18:07,7/20/2022 17:07
2932704,121.9,2,3.33,0.15,17345,20602,MTNORAM.PARCEL,MTNORAM.53DV,6/27/2022 22:06,6/28/2022 17:06
1762296,16.54,1,3.03,411.72,90660,90017-5155,CORP.PARCEL,CORP.53DV,11/11/2021 1:11,11/12/2021 23:11
3780599,2330.8,0,809.57,231.19,17406,85353,MTNORAM.LTL,MTNORAM.53DV,2/24/2022 13:02,3/8/2022 18:03
3127858,596.2,132,77.55,3.01,8512,45069,MTNORAM.PARCEL,MTNORAM.53DV,7/23/2022 0:07,7/27/2022 19:07
3822932,805.0,2,3.3,0.16,17345,63136,MTNORAM.PARCEL,MTNORAM.53DV,3/22/2022 22:03,3/23/2022 19:03
4218827,521.2,2,2.78,0.12,17345,40353,MTNORAM.PARCEL,MTNORAM.53DV,4/12/2022 23:04,4/13/2022 12:04
2362738,2857.4,1,4.55,0.28,90810,H2K OC2,CORP.PARCEL,CORP.53DV,5/18/2022 21:05,5/25/2022 18:05
1566467,654.6,1,0.14,0.01,38134,27410,CORP.PARCEL,CORP.53DV,10/11/2021 22:10,10/13/2021 17:10
3063158,514.3,525,17.85,1.53,8512,43137,MTNORAM.PARCEL,MTNORAM.53DV,7/16/2022 0:07,7/18/2022 18:07
139947,392.4,0,0.19,0.01,53158,41040,CORP.PARCEL,CORP.53DV,7/22/2022 11:07,7/25/2022 18:07
4159522,1382.3,3,12.86,0.26,17345,75070,MTNORAM.PARCEL,MTNORAM.53DV,4/6/2022 0:04,4/9/2022 3:04
840111,377.65,1,2.32,1079.37,90660,95112,CORP.PARCEL,CORP.53DV,2/18/2022 1:02,2/21/2022 23:02
3565289,379.6,1,0.28,0.01,37921,38017-2537,MTNORAM.PARCEL,MTNORAM.53DV,3/10/2022 22:03,3/11/2022 22:03
3580157,2499.1,2,3.9,0.36,37921,98801,MTNORAM.PARCEL,MTNORAM.53DV,1/26/2022 23:01,1/28/2022 1:01
1571175,3659.35,4,35.2,1.73,38134,96819,CORP.PARCEL,CORP.53DV,10/21/2021 16:10,10/26/2021 6:10
2471986,370.1,209,20083.0,1830.82,29730,45629-8989,CORP.TL,CORP.53DV,4/8/2022 20:00,4/11/2022 20:00
4050148,0.0,0,181.88,41.26,84104,84104,MTNORAM.LTL,MTNORAM.53DV,11/15/2021 22:11,11/16/2021 19:11
2819803,123.8,1,0.83,0.04,17345,8081,MTNORAM.PARCEL,MTNORAM.53DV,6/27/2022 23:06,6/28/2022 17:06
7148,578.6,2,0.5,0.0,38134,60035,CORP.PARCEL,CORP.53DV,7/7/2022 17:07,7/9/2022 2:07
1049088,27.4,195,10588.0,1374.0,92154,92121,CORP.TL,CORP.53DV,2/15/2022 20:02,2/15/2022 21:02
129921,959.5,1,0.25,0.0,38134,34102,CORP.PARCEL,CORP.53DV,6/30/2022 16:06,7/1/2022 18:07
2777488,599.4,5,400.56,20.42,46158,21076,MTNORAM.LTL,MTNORAM.53DV,9/16/2022 18:09,9/20/2022 4:09
3179386,194.6,2,1.04,0.11,17345,10027,MTNORAM.PARCEL,MTNORAM.53DV,7/27/2022 18:07,7/28/2022 18:07
3541547,1367.1,60,17.29,1.46,37921,80620,MTNORAM.PARCEL,MTNORAM.53DV,9/6/2022 19:09,9/7/2022 21:09
2172444,789.7,4,0.46,0.08,38134,49665,CORP.PARCEL,CORP.53DV,6/2/2022 16:06,6/6/2022 21:06
4661506,2728.1,2,2.49,0.12,17345,93277,MTNORAM.PARCEL,MTNORAM.53DV,6/8/2022 21:06,6/9/2022 23:06
205202,1024.5,0,0.19,0.01,53158,1545,CORP.PARCEL,CORP.53DV,7/26/2022 12:07,7/27/2022 14:07
3669223,456.7,2,4.43,0.2,17345,45036,MTNORAM.PARCEL,MTNORAM.53DV,3/22/2022 21:03,3/22/2022 18:03
4804743,174.8,2,1.65,0.08,17345,26726,MTNORAM.PARCEL,MTNORAM.53DV,5/4/2022 17:05,5/5/2022 21:05
2603257,910.1,2,14.56,1.89,17050,36303,CORP.PARCEL,CORP.53DV,4/8/2022 19:04,4/11/2022 20:04
3274768,2249.3,1,0.56,0.02,17345,86333,MTNORAM.PARCEL,MTNORAM.53DV,8/8/2022 11:08,8/9/2022 15:08
2105125,504.3,11,0.54,0.64,38134,76063,CORP.PARCEL,CORP.53DV,3/29/2022 21:03,3/31/2022 21:03
3899105,410.6,1,0.28,0.01,37921,39870,MTNORAM.PARCEL,MTNORAM.53DV,3/23/2022 21:03,3/24/2022 19:03
545597,849.5,3,219.0,84.66,64153,58701,CORP.LTL,CORP.53DV,8/24/2022 20:00,8/29/2022 20:00
3419448,1345.0,2,0.45,0.05,37921,80303-2318,MTNORAM.PARCEL,MTNORAM.53DV,8/22/2022 21:08,8/23/2022 22:08
2988946,1056.8,48,2.5,0.38,8512,38141,MTNORAM.PARCEL,MTNORAM.53DV,7/7/2022 22:07,7/11/2022 21:07
2290390,1062.9,0,0.19,0.01,53158,1826,CORP.PARCEL,CORP.53DV,6/20/2022 17:06,6/21/2022 18:06
1619110,1074.6,13,0.64,0.06,38134,7002,CORP.PARCEL,CORP.53DV,10/1/2021 14:10,10/5/2021 20:10
4700566,171.0,3,2.5,0.12,17345,8861,MTNORAM.PARCEL,MTNORAM.53DV,5/26/2022 0:05,5/26/2022 17:05
4535436,507.9,2,2.78,0.13,17345,5488,MTNORAM.PARCEL,MTNORAM.53DV,5/9/2022 21:05,5/11/2022 19:05
2770097,512.9,193,21864.47,928.78,46158,72143,MTNORAM.TL,MTNORAM.53DV,6/30/2022 16:06,7/1/2022 18:07
3303094,434.7,2,0.36,0.01,17345,28304,MTNORAM.PARCEL,MTNORAM.53DV,8/9/2022 22:08,8/10/2022 12:08
2587734,747.71,1,2.91,466.02,38637,48226-3010,CORP.PARCEL,CORP.53DV,6/3/2022 22:06,6/7/2022 19:06
778825,1032.6,500,22.0,120.0,53158,80011,CORP.PARCEL,CORP.53DV,3/23/2022 16:03,3/28/2022 22:03
1958346,1256.84,1,1.76,0.0,38637,33584,CORP.PARCEL,CORP.53DV,11/4/2021 22:11,11/8/2021 20:11
1292946,5.0,82,7806.0,2327.28,21740,21740,CORP.TL,CORP.53DV,12/1/2021 20:00,12/2/2021 20:00
2656159,2601.3,139,755.98,16190.95,30213,97030,CORP.LTL,CORP.53DV,5/11/2022 16:05,5/20/2022 17:05
4373867,963.7,3,6.08,0.3,17345,38655,MTNORAM.PARCEL,MTNORAM.53DV,4/11/2022 19:04,4/12/2022 19:04
4685826,610.6,1,0.18,0.02,17345,48640,MTNORAM.PARCEL,MTNORAM.53DV,4/20/2022 17:04,4/21/2022 18:04
4659149,191.6,1,0.27,0.03,17345,11220-3920,MTNORAM.PARCEL,MTNORAM.53DV,6/8/2022 21:06,6/9/2022 17:06
1583981,671.0,41,2.06,0.18,38134,43616.0,CORP.PARCEL,CORP.53DV,11/19/2021 20:11,11/23/2021 19:11
877201,75.0,250,2115.01,128.65,90810,92562,CORP.LTL,CORP.53DV,2/9/2022 7:02,2/14/2022 17:02
1124439,600.5,3,0.24,0.02,38134,67226,CORP.PARCEL,CORP.53DV,1/24/2022 23:01,1/26/2022 23:01
3112042,604.3,1,70.8,7.03,46158,55112,MTNORAM.PARCEL,MTNORAM.53DV,7/25/2022 18:07,7/26/2022 13:07
4301780,1023.6,2,4.43,0.2,17345,33812,MTNORAM.PARCEL,MTNORAM.53DV,4/26/2022 17:04,4/27/2022 18:04
779217,1041.6,1,0.1,0.01,53158,1453,CORP.PARCEL,CORP.53DV,3/16/2022 20:03,3/21/2022 19:03
4244550,1399.3,1,0.16,0.01,17345,75207,MTNORAM.PARCEL,MTNORAM.53DV,6/16/2022 16:06,6/22/2022 0:06
3191329,1153.7,1,0.55,0.03,17345,33024,MTNORAM.PARCEL,MTNORAM.53DV,7/28/2022 18:07,7/29/2022 19:07
2207663,420.0,1,0.25,0.0,38134,30040,CORP.PARCEL,CORP.53DV,4/26/2022 22:04,4/27/2022 21:04
3220360,502.6,2,2.22,0.1,17345,37711,MTNORAM.PARCEL,MTNORAM.53DV,8/1/2022 22:08,8/2/2022 18:08
2327678,91.4,52,5283.3,1396.59,32824,33510,CORP.TL,CORP.53DV,6/6/2022 20:00,6/6/2022 20:00
3732506,456.7,2,3.87,0.18,17345,45036,MTNORAM.PARCEL,MTNORAM.53DV,3/16/2022 22:03,3/17/2022 18:03
655685,2116.3,0,0.44,0.04,38134,89502,CORP.PARCEL,CORP.53DV,2/25/2022 23:02,3/2/2022 1:03
1099075,1093.6,10,88.0,4.33,38134,80011,CORP.PARCEL,CORP.53DV,12/9/2021 2:12,12/11/2021 0:12
4798359,409.7,3,4.98,0.23,17345,24605,MTNORAM.PARCEL,MTNORAM.53DV,4/12/2022 23:04,4/13/2022 17:04
446065,771.11,1,1.69,499.69,38637,48316-1703,CORP.PARCEL,CORP.53DV,9/8/2022 22:09,9/12/2022 19:09
4600697,892.5,2,1.11,0.05,17345,36111,MTNORAM.PARCEL,MTNORAM.53DV,4/26/2022 17:04,4/27/2022 20:04
2131618,1166.7,1,0.11,0.01,38134,6488,CORP.PARCEL,CORP.53DV,4/6/2022 22:04,4/11/2022 23:04
47923,17.0,4910,6245.74,278.91,38134,38141,CORP.TL,CORP.53RF,9/23/2022 21:09,9/23/2022 22:09
1612827,577.0,3,0.24,0.02,38134,77627,CORP.PARCEL,CORP.53DV,11/1/2021 22:11,11/4/2021 0:11
1542785,1102.6,5,1.33,0.0,38134,11021.0,CORP.PARCEL,CORP.53DV,10/11/2021 20:10,10/12/2021 19:10
3514573,1047.7,8,2.2,0.11,17345,39218,MTNORAM.PARCEL,MTNORAM.53DV,8/31/2022 17:08,9/1/2022 19:09
1263729,406.4,2372,856.0,13.53,30083,39110,CORP.LTL,CORP.53RF,1/20/2022 11:01,1/21/2022 14:01
2337738,442.26,1,3.0,600.0,90660,94534-1072,CORP.PARCEL,CORP.53DV,4/30/2022 0:04,5/3/2022 22:05
899675,31.3,31,4268.0,1367.1,98516,98390,CORP.LTL,CORP.53DV,3/9/2022 9:03,3/9/2022 20:00
4178682,501.2,2,1.67,0.08,17345,28655,MTNORAM.PARCEL,MTNORAM.53DV,4/5/2022 23:04,4/6/2022 19:04
4738138,234.4,1,0.56,0.05,37921,29628,MTNORAM.PARCEL,MTNORAM.53DV,4/27/2022 21:04,4/29/2022 0:04
1241577,81.3,1,17.15,1.01,53158,60451,CORP.PARCEL,CORP.53DV,12/13/2021 23:12,12/14/2021 22:12
1385297,1191.48,1,5.7,1008.0,38637,11779-7614,CORP.PARCEL,CORP.53DV,12/7/2021 23:12,12/10/2021 20:12
1676405,305.1,1,2.32,0.06,53158,55904,CORP.PARCEL,CORP.53DV,10/29/2021 1:10,10/29/2021 19:10
1199246,854.9,4,72.84,4.94,53158,12549,CORP.PARCEL,CORP.53DV,1/13/2022 23:01,1/18/2022 0:01
1532321,992.7,17,0.85,0.08,38134,33021,CORP.PARCEL,CORP.53DV,12/20/2021 20:12,12/22/2021 23:12
3302114,655.9,2,6.68,0.3,17345,30904,MTNORAM.PARCEL,MTNORAM.53DV,8/9/2022 16:08,8/10/2022 12:08
4474806,2637.7,1,1.65,0.08,17345,91505,MTNORAM.PARCEL,MTNORAM.53DV,5/12/2022 17:05,5/14/2022 0:05
2618667,2170.6,41,22.6,1.27,60188,V7A 4X5,CORP.PARCEL,CORP.53DV,3/31/2022 7:03,4/5/2022 15:04
4285373,2226.4,1,0.56,0.05,17345,85635-6353,MTNORAM.PARCEL,MTNORAM.53DV,6/22/2022 0:06,6/23/2022 1:06
1029245,607.4,1,0.21,0.0,17050,49544,CORP.PARCEL,CORP.53DV,2/24/2022 19:02,2/25/2022 21:02
3504757,1140.7,308,48.62,1.34,17345,68022,MTNORAM.PARCEL,MTNORAM.53DV,8/30/2022 21:08,9/3/2022 2:09
4338920,76.0,336,20.68,4.91,8512,18017,MTNORAM.PARCEL,MTNORAM.53DV,6/15/2022 21:06,6/16/2022 19:06
4493597,469.1,1,0.94,0.08,17345,28117,MTNORAM.PARCEL,MTNORAM.53DV,4/28/2022 21:04,4/29/2022 17:04
3104536,2972.7,288,40.0,4.23,8512,97321,MTNORAM.PARCEL,MTNORAM.53DV,7/21/2022 22:07,8/3/2022 0:08
4861079,2192.6,1,0.28,0.03,37921,90505-4824,MTNORAM.PARCEL,MTNORAM.53DV,5/24/2022 21:05,5/26/2022 0:05
2149900,540.2,5,13.65,0.73,38134,60637,CORP.PARCEL,CORP.53DV,6/13/2022 14:06,6/15/2022 20:06
3729006,552.4,1,0.25,0.03,37921,62702,MTNORAM.PARCEL,MTNORAM.53DV,2/17/2022 22:02,2/18/2022 22:02
4444668,256.3,2,3.33,0.15,17345,43920,MTNORAM.PARCEL,MTNORAM.53DV,5/9/2022 17:05,5/10/2022 19:05
3707831,456.7,3,4.13,0.22,17345,45036,MTNORAM.PARCEL,MTNORAM.53DV,3/7/2022 16:03,3/8/2022 21:03
1193321,71.8,8,15.7,0.58,53158,60502,CORP.PARCEL,CORP.53DV,1/7/2022 23:01,1/10/2022 21:01
3294260,2875.9,4308,531.15,35.44,8512,98198,MTNORAM.LTL,MTNORAM.53DV,8/9/2022 23:08,8/17/2022 13:08
670367,678.2,3,1.5,0.01,38134,27215,CORP.PARCEL,CORP.53DV,2/23/2022 0:02,2/23/2022 19:02
1596109,537.9,2,0.52,0.02,38134,64158,CORP.PARCEL,CORP.53DV,11/16/2021 23:11,11/19/2021 4:11
3748969,195.6,1,1172.63,32.52,30268,35055,MTNORAM.LTL,MTNORAM.53DV,3/21/2022 16:03,3/22/2022 15:03
219033,843.2,5,46.74,4.34,53158,7503,CORP.PARCEL,CORP.53DV,7/20/2022 18:07,7/22/2022 17:07
1973612,2423.4,1,0.01,0.0,38637,98032,CORP.PARCEL,CORP.53DV,10/6/2021 22:10,10/8/2021 22:10
1491245,662.3,33,441.35,24126.02,30213,33167-2900,CORP.LTL,CORP.53DV,12/23/2021 18:12,12/29/2021 15:12
